variant_label,replicate_index,qc_level,k10_total,frequency_rubric_mean,evidence_relevance_mean,hallucination,qc_overall_score,details,report_path,tier2_skipped_reason,raw_grader_response
LLM_a_nemotron,78,rag_aware,39,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011403.html,rag_unavailable_or_empty,
LLM_a_nemotron,79,end_to_end,46,3.2,2.5,False,2.85,"Diary reveals persistent fatigue and anxiety, with frequent restlessness and moderate hopelessness. Structured rituals and occasional social support buffer distress, but overall mood remains low.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011451.html,,"{
  ""frequency_rubric_per_item"": [5,4,3,2,4,2,3,2,3,4],
  ""frequency_rubric_mean"": 3.20,
  ""evidence_relevance_per_item"": [5,3,4,3,1,2,2,1,3,1],
  ""evidence_relevance_mean"": 2.40,
  ""hallucination"": false,
  ""details"": ""Diary reveals persistent fatigue and anxiety, with frequent restlessness and moderate hopelessness. Structured rituals and occasional social support buffer distress, but overall mood remains low.""
}"
LLM_a_nemotron,79,rag_aware,46,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011451.html,rag_unavailable_or_empty,
LLM_a_nemotron,80,end_to_end,20,2.2,2.2,False,2.2,"The K-10 estimate appears modest, with most symptoms reported only occasionally. Fatigue, anxiety, and restlessness are the most frequent themes, while severe sadness, hopelessness, and worthlessness are rare. Evidence supports these patterns within the journal, and no unfounded claims are made.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011532.html,,"{""frequency_rubric_per_item"":[3,4,1,3,4,1,2,1,2,1],""frequency_rubric_mean"":2.20,""evidence_relevance_per_item"":[4,4,1,4,4,1,1,1,1,1],""evidence_relevance_mean"":2.20,""hallucination"":false,""details"":""The K-10 estimate appears modest, with most symptoms reported only occasionally. Fatigue, anxiety, and restlessness are the most frequent themes, while severe sadness, hopelessness, and worthlessness are rare. Evidence supports these patterns within the journal, and no unfounded claims are made.""}"
LLM_a_nemotron,80,rag_aware,20,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011532.html,rag_unavailable_or_empty,
LLM_a_nemotron,81,end_to_end,48,4.7,5.0,False,4.85,"The diary shows pervasive fatigue, anxiety, and depressive mood across most days, with some evidence of worthlessness occurring less consistently.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011604.html,,"{""frequency_rubric_per_item"":[5,5,5,4,5,5,5,3,5,5],""frequency_rubric_mean"":4.70,""evidence_relevance_per_item"":[5,5,5,5,5,5,5,5,5,5],""evidence_relevance_mean"":5.00,""hallucination"":false,""details"":""The diary shows pervasive fatigue, anxiety, and depressive mood across most days, with some evidence of worthlessness occurring less consistently.""}"
LLM_a_nemotron,81,rag_aware,48,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011604.html,rag_unavailable_or_empty,
LLM_a_nemotron,82,end_to_end,42,1.9,1.3,True,1.6,"The score profile assigns high distress for many items, yet evidence citations in the diary are limited and often absent, suggesting the reported frequency may be overstated. The appraisal can benefit from corroborating data and more explicit trial-to-trial mention of symptoms to improve reliability.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011659.html,,"{""frequency_rubric_per_item"":[2,3,1,2,2,2,2,1,2,2],""frequency_rubric_mean"":1.90,""evidence_relevance_per_item"":[3,2,1,1,1,1,1,1,1,1],""evidence_relevance_mean"":1.30,""hallucination"":true,""details"":""The score profile assigns high distress for many items, yet evidence citations in the diary are limited and often absent, suggesting the reported frequency may be overstated. The appraisal can benefit from corroborating data and more explicit trial-to-trial mention of symptoms to improve reliability.""}"
LLM_a_nemotron,82,rag_aware,42,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011659.html,rag_unavailable_or_empty,
LLM_a_nemotron,83,end_to_end,31,3.1,3.2,False,3.15,"The review finds that tiredness, restlessness, and anxiety occur frequently across the diary, while hopelessness and depression are moderately frequent. Evidence supports most items, though references to worthlessness are scarce, and no clear fabrication or contradictions were detected.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011734.html,,"{""frequency_rubric_per_item"":[5,4,2,3,3,3,3,1,3,4],""frequency_rubric_mean"":3.10,""evidence_relevance_per_item"":[4,4,3,3,3,3,3,2,3,4],""evidence_relevance_mean"":3.00,""hallucination"":false,""details"":""The review finds that tiredness, restlessness, and anxiety occur frequently across the diary, while hopelessness and depression are moderately frequent. Evidence supports most items, though references to worthlessness are scarce, and no clear fabrication or contradictions were detected.""}"
LLM_a_nemotron,83,rag_aware,31,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011734.html,rag_unavailable_or_empty,
LLM_a_nemotron,84,end_to_end,47,2.0,1.0,True,1.5,"The report's evidence does not match the K10 stems and provides no real frequency data. Scores appear fabricated, leading to low evidence relevance and a probable hallucination.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011814.html,,"{
  ""frequency_rubric_per_item"": [2,2,2,2,2,2,2,2,2,2],
  ""frequency_rubric_mean"": 2.00,
  ""evidence_relevance_per_item"": [1,1,1,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.00,
  ""hallucination"": true,
  ""details"": ""The report's evidence does not match the K10 stems and provides no real frequency data. Scores appear fabricated, leading to low evidence relevance and a probable hallucination.""
}"
LLM_a_nemotron,84,rag_aware,47,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011814.html,rag_unavailable_or_empty,
LLM_a_nemotron,85,end_to_end,30,2.0,1.0,True,1.5,"The report assigns uniform K‑10 scores without citing specific diary excerpts, violating the need for item‑level evidence and over‑smoothing frequency patterns.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011841.html,,"{
  ""frequency_rubric_per_item"": [2,2,2,2,2,2,2,2,2,2],
  ""frequency_rubric_mean"": 2.00,
  ""evidence_relevance_per_item"": [1,1,1,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.00,
  ""hallucination"": true,
  ""details"": ""The report assigns uniform K‑10 scores without citing specific diary excerpts, violating the need for item‑level evidence and over‑smoothing frequency patterns.""
}"
LLM_a_nemotron,85,rag_aware,30,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011841.html,rag_unavailable_or_empty,
LLM_a_nemotron,86,end_to_end,41,3.7,1.9,True,2.8,"The report mixes up symptom themes with evidence, misaligning items and sources; overall reliability is low with several hallucinated or out‑of‑context statements.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011914.html,,"{
  ""frequency_rubric_per_item"": [4,4,3,3,4,3,4,4,4,4],
  ""frequency_rubric_mean"": 3.70,
  ""evidence_relevance_per_item"": [3,3,1,1,2,1,2,2,2,2],
  ""evidence_relevance_mean"": 1.90,
  ""hallucination"": true,
  ""details"": ""The report mixes up symptom themes with evidence, misaligning items and sources; overall reliability is low with several hallucinated or out‑of‑context statements.""
}"
LLM_a_nemotron,86,rag_aware,41,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011914.html,rag_unavailable_or_empty,
LLM_a_nemotron,87,end_to_end,39,3.7,4.4,True,4.05,"The report gives high scores for most items, reflecting frequent mention of fatigue, restlessness and nervousness, but it pairs some items with irrelevant evidence and invents details (e.g., neck pain, hopelessness) not present, indicating factual inaccuracies.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011951.html,,"{
  ""frequency_rubric_per_item"": [4,4,4,2,4,4,4,4,4,3],
  ""frequency_rubric_mean"": 3.5,
  ""evidence_relevance_per_item"": [5,5,2,2,5,5,5,5,5,5],
  ""evidence_relevance_mean"": 4.4,
  ""hallucination"": true,
  ""details"": ""The report gives high scores for most items, reflecting frequent mention of fatigue, restlessness and nervousness, but it pairs some items with irrelevant evidence and invents details (e.g., neck pain, hopelessness) not present, indicating factual inaccuracies.""
}"
LLM_a_nemotron,87,rag_aware,39,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_011951.html,rag_unavailable_or_empty,
LLM_a_nemotron,88,end_to_end,40,3.7,5.0,False,4.35,"The diary shows frequent fatigue, nervousness, restlessness, and a high degree of depressive symptoms, with moderate hopelessness and worthlessness. Evidence for each item is specific and aligns with the reported entries, supporting the assigned scores.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012039.html,,"{
  ""frequency_rubric_per_item"": [4,4,4,3,4,4,3,3,4,4],
  ""frequency_rubric_mean"": 3.70,
  ""evidence_relevance_per_item"": [5,5,5,5,5,5,5,5,5,5],
  ""evidence_relevance_mean"": 5.00,
  ""hallucination"": false,
  ""details"": ""The diary shows frequent fatigue, nervousness, restlessness, and a high degree of depressive symptoms, with moderate hopelessness and worthlessness. Evidence for each item is specific and aligns with the reported entries, supporting the assigned scores.""
}"
LLM_a_nemotron,88,rag_aware,40,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012039.html,rag_unavailable_or_empty,
LLM_a_nemotron,89,end_to_end,32,2.8,1.5,False,2.15,"Diary shows frequent tiredness and anxiety; restlessness common. Hopelessness, worthlessness, severe sadness appear sporadically. Evidence for most items is scarce, limiting reliability. No hallucinations detected.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012113.html,,"{
  ""frequency_rubric_per_item"": [5,4,2,1,4,2,3,1,2,4],
  ""frequency_rubric_mean"": 2.80,
  ""evidence_relevance_per_item"": [4,3,1,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.50,
  ""hallucination"": false,
  ""details"": ""Diary shows frequent tiredness and anxiety; restlessness common. Hopelessness, worthlessness, severe sadness appear sporadically. Evidence for most items is scarce, limiting reliability. No hallucinations detected.""
}"
LLM_a_nemotron,89,rag_aware,32,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012113.html,rag_unavailable_or_empty,
LLM_a_nemotron,90,end_to_end,35,5.0,1.0,True,3.0,"Report infers high symptom frequency across the last 30 days but provides minimal or unrelated evidence for each item, suggesting both under‑justification and likely fabrication.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012259.html,,"{
  ""frequency_rubric_per_item"": [5,5,5,5,5,5,5,5,5,5],
  ""frequency_rubric_mean"": 5.00,
  ""evidence_relevance_per_item"": [1,1,1,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.00,
  ""hallucination"": true,
  ""details"": ""Report infers high symptom frequency across the last 30 days but provides minimal or unrelated evidence for each item, suggesting both under‑justification and likely fabrication.""
}"
LLM_a_nemotron,90,rag_aware,35,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012259.html,rag_unavailable_or_empty,
LLM_a_nemotron,91,end_to_end,49,3.0,2.0,True,2.5,Report over‑states frequency and provides irrelevant evidence; few symptoms documented consistently across the diary.,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012347.html,,"{
  ""frequency_rubric_per_item"": [4,3,2,2,4,3,3,2,3,4],
  ""frequency_rubric_mean"": 3.00,
  ""evidence_relevance_per_item"": [2,2,2,2,2,2,2,2,2,2],
  ""evidence_relevance_mean"": 2.00,
  ""hallucination"": true,
  ""details"": ""Report over‑states frequency and provides irrelevant evidence; few symptoms documented consistently across the diary.""
}"
LLM_a_nemotron,91,rag_aware,49,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012347.html,rag_unavailable_or_empty,
LLM_a_nemotron,92,end_to_end,48,4.7,5.0,False,4.85,"The report accurately reflects frequent distress themes, with evidence directly tied to each item. No fabricated content was found.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012409.html,,"{
  ""frequency_rubric_per_item"": [5,5,5,4,4,5,5,5,5,4],
  ""frequency_rubric_mean"": 4.70,
  ""evidence_relevance_per_item"": [5,5,5,5,5,5,5,5,5,5],
  ""evidence_relevance_mean"": 5.00,
  ""hallucination"": false,
  ""details"": ""The report accurately reflects frequent distress themes, with evidence directly tied to each item. No fabricated content was found.""
}"
LLM_a_nemotron,92,rag_aware,48,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012409.html,rag_unavailable_or_empty,
LLM_a_nemotron,93,end_to_end,39,3.6,2.3,False,2.95,"Frequent fatigue, restlessness and effort perception are prominent across entries; nervousness is common but intense panic is seldom. Evidence citations poorly match the specific items, lowering relevance scores. No contradictory facts were detected in the summary.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012443.html,,"{""frequency_rubric_per_item"":[5,5,2,2,5,2,5,5,2,3],""frequency_rubric_mean"":3.40,""evidence_relevance_per_item"":[3,2,2,2,2,2,3,3,2,2],""evidence_relevance_mean"":2.10,""hallucination"":false,""details"":""Frequent fatigue, restlessness and effort perception are prominent across entries; nervousness is common but intense panic is seldom. Evidence citations poorly match the specific items, lowering relevance scores. No contradictory facts were detected in the summary.""}"
LLM_a_nemotron,93,rag_aware,39,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012443.html,rag_unavailable_or_empty,
LLM_a_nemotron,94,end_to_end,35,2.0,1.0,False,1.5,"Report presents vague, generic evidence with no explicit scores or frequency support, leading to low confidence in inferred K‑10 item ratings.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012524.html,,"{""frequency_rubric_per_item"":[2,2,2,2,2,2,2,2,2,2],""frequency_rubric_mean"":2.00,""evidence_relevance_per_item"":[1,1,1,1,1,1,1,1,1,1],""evidence_relevance_mean"":1.00,""hallucination"":false,""details"":""Report presents vague, generic evidence with no explicit scores or frequency support, leading to low confidence in inferred K‑10 item ratings.""}"
LLM_a_nemotron,94,rag_aware,35,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012524.html,rag_unavailable_or_empty,
LLM_a_nemotron,95,end_to_end,40,3.0,2.2,True,2.6,"The report’s item evidence is largely misaligned with the diary entries, indicating fabrication and poor relevance.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012600.html,,"{
  ""frequency_rubric_per_item"": [4,3,1,3,4,3,3,2,3,4],
  ""frequency_rubric_mean"": 3.00,
  ""evidence_relevance_per_item"": [5,5,1,1,1,3,1,1,1,3],
  ""evidence_relevance_mean"": 2.20,
  ""hallucination"": true,
  ""details"": ""The report’s item evidence is largely misaligned with the diary entries, indicating fabrication and poor relevance.""
}"
LLM_a_nemotron,95,rag_aware,40,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012600.html,rag_unavailable_or_empty,
LLM_a_nemotron,96,end_to_end,32,3.3,4.0,False,3.65,"The report reasonably reflects diary frequency and cites relevant evidence for each K‑10 item, with no unsupported claims.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012648.html,,"{
  ""frequency_rubric_per_item"": [4,4,2,3,4,3,4,3,3,3],
  ""frequency_rubric_mean"": 3.3,
  ""evidence_relevance_per_item"": [4,4,4,4,4,4,4,4,4,4],
  ""evidence_relevance_mean"": 4.0,
  ""hallucination"": false,
  ""details"": ""The report reasonably reflects diary frequency and cites relevant evidence for each K‑10 item, with no unsupported claims.""
}"
LLM_a_nemotron,96,rag_aware,32,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012648.html,rag_unavailable_or_empty,
LLM_a_nemotron,97,end_to_end,42,1.5,1.9,True,1.7,"The report cites tiredness and nervousness, but restlessness, depressive feelings, and hopelessness lack concrete journal support. Scoring patterns show low frequency across entries, and the asserted total score of 42 is inconsistent with the evidence provided, indicating possible hallucination. Strengths include clear documentation of nervousness and tiredness, though further corroboration is needed.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012723.html,,"{
  ""frequency_rubric_per_item"": [2,3,2,1,1,1,1,1,2,1],
  ""frequency_rubric_mean"": 1.50,
  ""evidence_relevance_per_item"": [4,4,3,1,1,1,1,1,2,1],
  ""evidence_relevance_mean"": 1.90,
  ""hallucination"": true,
  ""details"": ""The report cites tiredness and nervousness, but restlessness, depressive feelings, and hopelessness lack concrete journal support. Scoring patterns show low frequency across entries, and the asserted total score of 42 is inconsistent with the evidence provided, indicating possible hallucination. Strengths include clear documentation of nervousness and tiredness, though further corroboration is needed.""
}"
LLM_a_nemotron,97,rag_aware,42,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012723.html,rag_unavailable_or_empty,
LLM_a_nemotron,98,end_to_end,47,2.0,1.0,True,1.5,"The summary cites symptoms that are scarcely reported in the journal, with most evidence irrelevant to the K‑10 items. Frequency estimates are low, reflecting limited occurrences. Overall, the analysis overstates distress, suggesting fabricated or misinterpreted content.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012756.html,,"{""frequency_rubric_per_item"":[2,2,2,2,2,2,2,2,2,2],""frequency_rubric_mean"":2.00,""evidence_relevance_per_item"":[1,1,1,1,1,1,1,1,1,1],""evidence_relevance_mean"":1.00,""hallucination"":true,""details"":""The summary cites symptoms that are scarcely reported in the journal, with most evidence irrelevant to the K‑10 items. Frequency estimates are low, reflecting limited occurrences. Overall, the analysis overstates distress, suggesting fabricated or misinterpreted content.""}"
LLM_a_nemotron,98,rag_aware,47,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012756.html,rag_unavailable_or_empty,
LLM_a_nemotron,99,end_to_end,37,2.3,2.0,False,2.15,"The diary reveals persistent anxiety and sporadic fatigue, with grounding rituals reducing restlessness. Low self‑worth reflections recur, while depressive and hopeless themes are infrequent. Habitual self‑care tracking and therapy engagement are strengths. Overall psychological distress remains elevated, yet coping strategies suggest gradual improvement.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012834.html,,"{""frequency_rubric_per_item"":[4,4,3,2,2,1,1,1,2,3],""frequency_rubric_mean"":2.30,""evidence_relevance_per_item"":[5,2,3,2,1,1,1,1,1,3],""evidence_relevance_mean"":2.00,""hallucination"":false,""details"":""The diary reveals persistent anxiety and sporadic fatigue, with grounding rituals reducing restlessness. Low self‑worth reflections recur, while depressive and hopeless themes are infrequent. Habitual self‑care tracking and therapy engagement are strengths. Overall psychological distress remains elevated, yet coping strategies suggest gradual improvement.""}"
LLM_a_nemotron,99,rag_aware,37,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012834.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,0,end_to_end,22,2.9,1.2,False,2.05,"Diary shows frequent tiredness, nervousness, hyperactivity, feeling effortful work, some hopelessness, moderate depression. Evidence points to consistent anxiety symptoms with episodic mood problems but sparse self‑reported low self‑esteem or worthlessness. Strengths include grounding practices and brief naps that help sustain alertness.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012912.html,,"{
  ""frequency_rubric_per_item"": [4,4,3,3,3,2,4,1,3,2],
  ""frequency_rubric_mean"": 2.90,
  ""evidence_relevance_per_item"": [1,2,1,2,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.20,
  ""hallucination"": false,
  ""details"": ""Diary shows frequent tiredness, nervousness, hyperactivity, feeling effortful work, some hopelessness, moderate depression. Evidence points to consistent anxiety symptoms with episodic mood problems but sparse self‑reported low self‑esteem or worthlessness. Strengths include grounding practices and brief naps that help sustain alertness.""
}"
LLM_b_gpt-oss,0,rag_aware,22,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_012912.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,1,end_to_end,31,3.1,2.0,False,2.55,"The report assigns high frequency for tiredness, nervousness, and intense nervousness, moderate for restlessness and low mood, and lower for hopelessness and worthlessness, reflecting recurring but not constant themes. Evidence citations are generic and not tightly tied to each item, warranting lower relevance scores.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013047.html,,"{
  ""frequency_rubric_per_item"": [4,4,4,2,3,3,3,3,3,2],
  ""frequency_rubric_mean"": 3.30,
  ""evidence_relevance_per_item"": [2,2,2,2,2,2,2,2,2,2],
  ""evidence_relevance_mean"": 2.00,
  ""hallucination"": false,
  ""details"": ""The report assigns high frequency for tiredness, nervousness, and intense nervousness, moderate for restlessness and low mood, and lower for hopelessness and worthlessness, reflecting recurring but not constant themes. Evidence citations are generic and not tightly tied to each item, warranting lower relevance scores.""
}"
LLM_b_gpt-oss,1,rag_aware,31,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013047.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,2,end_to_end,26,2.6,2.6,False,2.6,"The diary shows frequent fatigue, anxiety, and effortful days with occasional depression. Structured rest, grounding, and hydration appear to mitigate peaks, supporting a pattern of persistent distress balanced by coping practices.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013129.html,,"{
  ""frequency_rubric_per_item"": [5,5,1,1,1,1,5,1,5,1],
  ""frequency_rubric_mean"": 2.60,
  ""evidence_relevance_per_item"": [5,5,1,1,1,1,5,1,5,1],
  ""evidence_relevance_mean"": 2.60,
  ""hallucination"": false,
  ""details"": ""The diary shows frequent fatigue, anxiety, and effortful days with occasional depression. Structured rest, grounding, and hydration appear to mitigate peaks, supporting a pattern of persistent distress balanced by coping practices.""
}"
LLM_b_gpt-oss,2,rag_aware,26,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013129.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,3,end_to_end,28,3.6,4.2,False,3.9,"The report rates most symptoms around moderate, but the diary shows frequent restlessness, tiredness, and hypervigilance, indicating a higher distress pattern than reported.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013220.html,,"{""frequency_rubric_per_item"":[4,4,4,2,4,4,4,2,4,4],""frequency_rubric_mean"":3.60,""evidence_relevance_per_item"":[5,5,5,1,5,5,5,1,5,5],""evidence_relevance_mean"":4.20,""hallucination"":false,""details"":""The report rates most symptoms around moderate, but the diary shows frequent restlessness, tiredness, and hypervigilance, indicating a higher distress pattern than reported.""}"
LLM_b_gpt-oss,3,rag_aware,28,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013220.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,4,end_to_end,26,2.6,2.7,False,2.65,"Journal review shows high distress driven by chronic fatigue, pervasive anxiety, and restlessness. Frequent ""wired & tired"" and hypervigilance across many entries indicate intense rumination. Depressive and hopelessness themes appear less often. Strengths include consistent grounding practices and scheduled naps that mitigate anxiety, though digital distraction remains problematic.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013314.html,,"{
  ""frequency_rubric_per_item"": [5, 5, 2, 2, 5, 1, 1, 1, 1, 3],
  ""frequency_rubric_mean"": 2.6,
  ""evidence_relevance_per_item"": [5, 5, 1, 3, 4, 1, 1, 1, 1, 5],
  ""evidence_relevance_mean"": 2.7,
  ""hallucination"": false,
  ""details"": ""Journal review shows high distress driven by chronic fatigue, pervasive anxiety, and restlessness. Frequent \""wired & tired\"" and hypervigilance across many entries indicate intense rumination. Depressive and hopelessness themes appear less often. Strengths include consistent grounding practices and scheduled naps that mitigate anxiety, though digital distraction remains problematic.""
}"
LLM_b_gpt-oss,4,rag_aware,26,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013314.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,5,end_to_end,24,1.5,1.9,False,1.7,"Evidence is scarce and often cited from a single entry, so frequency interpretations are low. The few cited instances are relevant to their items, but most items lack supporting evidence, yielding a weak overall assessment.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013425.html,,"{
  ""frequency_rubric_per_item"": [2,3,1,1,1,1,3,1,1,1],
  ""frequency_rubric_mean"": 1.50,
  ""evidence_relevance_per_item"": [4,4,1,1,1,1,4,1,1,1],
  ""evidence_relevance_mean"": 1.90,
  ""hallucination"": false,
  ""details"": ""Evidence is scarce and often cited from a single entry, so frequency interpretations are low. The few cited instances are relevant to their items, but most items lack supporting evidence, yielding a weak overall assessment.""
}"
LLM_b_gpt-oss,5,rag_aware,24,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013425.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,6,end_to_end,30,3.7,1.0,False,2.35,"The journal indicates pervasive tiredness, anxiety, and restlessness across many days, with occasional lapses into depressed mood and hopelessness. Symptoms of worthlessness and effortfulness recur but less frequently. Overall, emotional and physical exhaustion dominates the narrative.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013512.html,,"{
  ""frequency_rubric_per_item"": [5,5,2,1,5,3,4,4,3,5],
  ""frequency_rubric_mean"": 3.70,
  ""evidence_relevance_per_item"": [1,1,1,1,1,1,1,1,1,1],
  ""evidence_relevance_mean"": 1.00,
  ""hallucination"": false,
  ""details"": ""The journal indicates pervasive tiredness, anxiety, and restlessness across many days, with occasional lapses into depressed mood and hopelessness. Symptoms of worthlessness and effortfulness recur but less frequently. Overall, emotional and physical exhaustion dominates the narrative.""
}"
LLM_b_gpt-oss,6,rag_aware,30,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013512.html,rag_unavailable_or_empty,
LLM_b_gpt-oss,7,end_to_end,33,3.2,3.8,False,3.5,"The diary indicates a persistent pattern of anxiety, chronic fatigue, and an effortful work routine, each occurring across many days, as reflected in the high frequency scores. Evidence is generally relevant, drawing directly from days that describe these symptoms, though reports of worthlessness and hopelessness were sparse. Overall distress remains high, yet the presence of structured habits may indicate adaptive coping. No discrepancies were found between the report and the journal text.",/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013602.html,,"{
  ""frequency_rubric_per_item"": [5,5,5,1,1,2,5,1,5,2],
  ""frequency_rubric_mean"": 3.20,
  ""evidence_relevance_per_item"": [5,5,5,1,1,5,5,1,5,5],
  ""evidence_relevance_mean"": 3.80,
  ""hallucination"": false,
  ""details"": ""The diary indicates a persistent pattern of anxiety, chronic fatigue, and an effortful work routine, each occurring across many days, as reflected in the high frequency scores. Evidence is generally relevant, drawing directly from days that describe these symptoms, though reports of worthlessness and hopelessness were sparse. Overall distress remains high, yet the presence of structured habits may indicate adaptive coping. No discrepancies were found between the report and the journal text.""
}"
LLM_b_gpt-oss,7,rag_aware,33,,,,,,/Users/jan-hsuanchu/dsai/JournalAnalyzer/reports/journal_report_20260412_013602.html,rag_unavailable_or_empty,
